path,category,sha256,same_bytes_in_inventory,literal_reference_candidates,storage,disposition,baseline_commit
apps/web/contracts/pages/experiment-detail.contract.json,machine-input,0d2483e598cf8ac447cfe1047412e68beb06bf63a8b96a255d1b61edffcc9894,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/plans/2026-07-19-r3-a-share-research-strategy-governance-implementation-plan.md;docs/plans/2026-07-30-r3-completion-and-g2-closure-implementation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/experiment-list.contract.json,machine-input,83f177b52d8b14582a77b9a789d9f85d16227f63c5b1a7e273f428a0eef0fc22,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/2026-04-28-prototype-design-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/plans/2026-07-19-r3-a-share-research-strategy-governance-implementation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/factor-analysis.contract.json,machine-input,bc426598df705e839e7c09f6c8b4e737ce467f95885cd4a4e7c513a71ac1087d,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/factor-list.contract.json,machine-input,1857e6632c9f0a46457dba629083740df4ac5ced937d1648526d4e72e2de1a9a,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/home.contract.json,machine-input,084532ae9c6cb6de9a183296889a7819bcf22be38d0ab84d17d939607ca054dd,1,apps/web/docs/plans/archieve/2026-04-16-contract-pipeline-hardening.md;apps/web/docs/plans/archieve/2026-04-16-ditto-page-contract-design.md;apps/web/docs/plans/archieve/2026-04-18-ditto-page-contract-v2-design.md;apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;apps/web/docs/reviews/2026-04-27-project-consistency-architecture-review.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv;tooling/agent_harness/tests/test_hook.py,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/instrument-hub.contract.json,machine-input,6870f5e505c68a99b48c1210b81967293667e3e824c1ffec679c598d1d4c1d1b,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/manual-account.contract.json,machine-input,0cb599a3310ba1f56b0c27f784eb72aae86f932c5beaf200617a129d3946590e,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/markets-industries.contract.json,machine-input,930f5d4eea2ba045c160561c1b74b6b54287bc7001f50bb3e44f50b1d8a9e222,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/markets-screener.contract.json,machine-input,a8ddef6664b96ac3b1536d803eaa9367f259f450ccfaf0efbe3aba9c2f63fe41,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/model-portfolio.contract.json,machine-input,aa2df3c363987758995102891d1f1a6eed1c1b87a9315c591a875896809352bb,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/paper-account.contract.json,machine-input,475e2667730a457f5d1bb44b74158c2af3117347889c63a451c6e55a189c525e,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/portfolio-overview.contract.json,machine-input,cfb7d46583f24be963b7e4f34a9156586ef381edf7efbda6fabfca1948dd67d8,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/portfolio-risk.contract.json,machine-input,6f4e94f48cde926c5d329aa824e8af16fc7b50ec712c1af3c41b0a25fa0c7171,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/portfolio-transactions.contract.json,machine-input,f9db2d69c246703e2715af0cd523442add774bf3804b359017d73186389434e8,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/research-agent-lab.contract.json,machine-input,052819c4c199677423526ed29c2b7f3573363b445651d54c7ea2d46b37fb719b,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/research.contract.json,machine-input,3bcf3aa8283c88d00c3663bf91be7788a9be8e5735fcbbc989cfb48511fd9ec8,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/review-detail.contract.json,machine-input,2631fc6fb32c53f323c8f891bdd06e9326e8c9da3cc8eca5d11c019ca35afe82,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/plans/2026-07-19-r3-a-share-research-strategy-governance-implementation-plan.md;docs/plans/2026-07-30-r3-completion-and-g2-closure-implementation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/review-list.contract.json,machine-input,c7be743d2c3ed60312bbff389346b6f5a61dd3373c11cacb4519b805f1f5b4b9,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/plans/2026-07-19-r3-a-share-research-strategy-governance-implementation-plan.md;docs/plans/2026-07-30-r3-completion-and-g2-closure-implementation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/signals-inbox.contract.json,machine-input,6dadc0b3635755559bd3aed2bf917b66ddcca17b08cac8c53fc8d6c18614621d,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/strategies-detail.contract.json,machine-input,67c4a3361cebdb5823c15af0aa48efe2858b663f7f21b6892751e92d65a678e4,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/strategy-list.contract.json,machine-input,f7e2718c907678b1ad35543090f8a4c558ece9605a6f790ab1948ed04373bddf,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/strategy-studio.contract.json,machine-input,7579eb8357f218f3e57d560b73334af48f033b2abab77ae4858737889a8ce3b3,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/plans/2026-07-19-r3-a-share-research-strategy-governance-implementation-plan.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/system-agent-ops.contract.json,machine-input,c7370c333565cf12c722d1849c31acd42d6571fc0c6974345428c2018b008eb3,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv;tooling/agent_harness/tests/test_page_contract_skill.py,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/system-audit.contract.json,machine-input,ed95e88b72cb0a76b73314e4c31d894244eb960f1af6d0e7918d8dd4c41b8e41,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/system-jobs.contract.json,machine-input,39fc406a260d34eff49ff50e9b3fe7f2e4634bd6516b1d45b33db5f7e7b1010a,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/system-settings.contract.json,machine-input,a6a473f5ffeb47f3c9bab9b119e40a5af4ad3caade3f4927b70d6019e0bc4403,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/system.contract.json,machine-input,d16adae2523270aea6fa1204e2574de13caa7e55da596f11855b7397a1071be1,1,docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/universe-list.contract.json,machine-input,35d65e26306fb45a37aed9ecd231c166f8ccd9f7845c681824b69e8d8a50ea9f,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/pages/watchlist.contract.json,machine-input,2f9eac793e07dcbc36d1ad99760f68c6823c0e1e3f2f3ef127f8b535c5d53fe4,1,apps/web/docs/plans/archieve/2026-04-27-consistency-remediation-plan.md;apps/web/docs/plans/archieve/prototype-to-react-enhancement-backlog.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/contracts/prototype-chart-interactions.md,machine-input,8ef78ff33edf1ad5ca853f0ac467f8401a3fe81e1cd30a738f04df030369b065,1,.knowledge-policy.toml;apps/web/docs/plans/archieve/2026-05-04-prototype-best-uiux-optimization-plan.md;apps/web/scripts/prototype-design-consistency.test.ts;docs/engineering/material-migrations/2026-09-08-batch-2.csv;tooling/agent_harness/hook.py;tooling/agent_harness/tests/test_hook.py,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/design/specs/00_ditto_product_criteria.md,design-or-decision,ccbc2df539a4187e74611527dac3f5a2d9a82cfb2c5e5dcae1a2f1178c48edde,1,apps/web/.discovery-manifest.json;apps/web/design/specs/audit-2026-04-19.md;apps/web/design/specs/audit-2026-04-20.md;apps/web/docs/plans/archieve/2026-03-31-review-ia-enhancement.md;apps/web/docs/plans/archieve/2026-04-18-ditto-pipeline-audit-design.md;apps/web/docs/plans/archieve/2026-05-04-prototype-best-uiux-optimization-plan.md;apps/web/docs/reviews/2026-04-30-prototype-ui-ux-pro-max-best-review.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/reviews/2026-08-30-system-product-positioning-and-app-blueprint-baseline.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/design/specs/00_ditto_visual_constitution.md,design-or-decision,f67421743d0042602fd91ef5efef488190b8dc1901510e7ee3ab3ff8d4bb6a17,1,apps/web/.discovery-manifest.json;apps/web/design/specs/00_ditto_product_criteria.md;apps/web/design/specs/01_product_information_architecture.md;apps/web/design/specs/05_prompt_pack_for_ai_design_and_coding.md;apps/web/design/specs/10_ditto_shell_family_spec.md;apps/web/design/specs/12_ditto_data_views_spec.md;apps/web/docs/plans/archieve/2026-04-24-design-system-standardization-design.md;apps/web/docs/plans/archieve/superpowers/2026-05-10-prototype-freeze-polish-results.md;apps/web/docs/plans/archieve/superpowers/2026-05-10-prototype-freeze-shape-brief.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/design/specs/01_product_information_architecture.md,machine-input,f2cece799ea15f879d1ed3b4402b8d53c206a16d099acc55c773887c900a5483,1,.knowledge-policy.toml;apps/web/.discovery-manifest.json;apps/web/AGENTS.md;apps/web/PRODUCT.md;apps/web/design/specs/00_ditto_product_criteria.md;apps/web/design/specs/02_core_page_blueprints.md;apps/web/design/specs/06_core_user_flows.md;apps/web/design/specs/10_ditto_shell_family_spec.md;apps/web/design/specs/11_ditto_page_pattern_library.md;apps/web/design/specs/17_backtest_engine_spec.md;apps/web/design/specs/18_data_source_spec.md;apps/web/design/specs/19_ditto_shell_chrome_contract.md;apps/web/design/specs/audit-2026-04-19.md;apps/web/design/specs/audit-2026-04-20.md;apps/web/design/specs/audits/2026-03-31-product-architecture-audit.md;apps/web/docs/README.md;apps/web/docs/plans/archieve/2026-03-29-claude-code-workflow-design.md;apps/web/docs/plans/archieve/2026-03-29-cross-market-overview-design.md;apps/web/docs/plans/archieve/2026-03-29-review-sync-design.md;apps/web/docs/plans/archieve/2026-03-31-review-ia-enhancement.md;apps/web/docs/plans/archieve/2026-04-01-edition-v1-full-prototypes-design.md;apps/web/docs/reviews/2026-04-27-project-consistency-architecture-review.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/plans/archive/2026-07-01-wave1-completion-plan.md;docs/reviews/2026-08-30-system-product-positioning-and-app-blueprint-baseline.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/design/specs/02_core_page_blueprints.md,design-or-decision,a6c6f024a18ce9c268d1eff9f7a6751cb4aba29bae9f101a79f341dbc92427ef,1,apps/web/.discovery-manifest.json;apps/web/AGENTS.md;apps/web/PRODUCT.md;apps/web/contracts/pages/agent-approvals.contract.json;apps/web/contracts/pages/home.contract.json;apps/web/contracts/pages/research-agent-lab.contract.json;apps/web/contracts/pages/signals-inbox.contract.json;apps/web/contracts/pages/strategies-detail.contract.json;apps/web/contracts/pages/strategy-studio.contract.json;apps/web/contracts/pages/system-agent-ops.contract.json;apps/web/contracts/pages/system-settings.contract.json;apps/web/design/specs/00_ditto_product_criteria.md;apps/web/design/specs/01_product_information_architecture.md;apps/web/design/specs/03_object_hub_spec.md;apps/web/design/specs/04_interaction_state_spec.md;apps/web/design/specs/05_prompt_pack_for_ai_design_and_coding.md;apps/web/design/specs/06_core_user_flows.md;apps/web/design/specs/11_ditto_page_pattern_library.md;apps/web/design/specs/17_backtest_engine_spec.md;apps/web/design/specs/audit-2026-04-19.md;apps/web/design/specs/audit-2026-04-20.md;apps/web/docs/README.md;apps/web/docs/plans/archieve/2026-03-29-claude-code-workflow-design.md;apps/web/docs/plans/archieve/2026-03-29-cross-market-overview-design.md;apps/web/docs/plans/archieve/2026-03-31-review-ia-enhancement.md;apps/web/docs/plans/archieve/2026-04-01-design-edition-workflow.md;apps/web/docs/plans/archieve/2026-04-01-edition-v1-full-prototypes-design.md;apps/web/docs/plans/archieve/2026-04-02-prototype-state-completeness-design.md;apps/web/docs/plans/archieve/2026-04-09-prototype-full-alignment-design.md;apps/web/docs/plans/archieve/2026-04-16-ditto-page-contract-design.md;apps/web/docs/reviews/2026-03-30-design-review-cross-market.md;apps/web/docs/reviews/2026-04-27-project-consistency-architecture-review.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/plans/archive/2026-07-01-wave1-completion-plan.md;docs/reviews/2026-08-30-system-product-positioning-and-app-blueprint-baseline.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/design/specs/03_object_hub_spec.md,design-or-decision,6fe27b04ba7818c9d07da84d73119df65083d5e21f499887a4f4d43974c97dc0,1,apps/web/design/specs/01_product_information_architecture.md;apps/web/design/specs/02_core_page_blueprints.md;apps/web/design/specs/04_interaction_state_spec.md;apps/web/design/specs/12_ditto_data_views_spec.md;apps/web/docs/reviews/2026-03-30-design-review-cross-market.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/design/specs/04_interaction_state_spec.md,design-or-decision,f54daa106af7f00dcdc401ce35bac356c6c675cb26173596b4a252e47cd74948,1,apps/web/AGENTS.md;apps/web/PRODUCT.md;apps/web/design/specs/01_product_information_architecture.md;apps/web/design/specs/02_core_page_blueprints.md;apps/web/design/specs/06_core_user_flows.md;apps/web/design/specs/13_ditto_component_spec.md;apps/web/design/specs/18_data_source_spec.md;apps/web/design/specs/20_interaction_ux_audit.md;apps/web/design/specs/audit-2026-04-19.md;apps/web/design/specs/audit-2026-04-20.md;apps/web/design/specs/audits/2026-05-03-prototype-uiux-audit.md;apps/web/docs/README.md;apps/web/docs/plans/archieve/2026-04-02-prototype-state-completeness-design.md;apps/web/docs/plans/archieve/2026-04-18-ditto-pipeline-audit-design.md;apps/web/docs/plans/archieve/2026-04-29-edition-review-remediation-plan.md;apps/web/docs/plans/archieve/2026-05-01-prototype-best-review-remediation-plan.md;apps/web/docs/plans/archieve/2026-05-01-prototype-best-review-remediation-results.md;apps/web/docs/plans/archieve/2026-05-02-prototype-near-10-remediation-plan.md;apps/web/docs/reviews/2026-04-27-project-consistency-architecture-review.md;apps/web/docs/reviews/2026-04-30-prototype-ui-ux-pro-max-best-review.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/plans/archive/2026-07-01-wave1-completion-plan.md;tooling/agent_harness/tests/test_hook.py,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/design/specs/05_prompt_pack_for_ai_design_and_coding.md,design-or-decision,a406e8fdde5f3bc0e8aea9387119eca810ca1ecafabc70a1d0455d334086be2b,1,apps/web/design/specs/01_product_information_architecture.md;apps/web/docs/plans/archieve/2026-04-24-design-system-standardization-design.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
apps/web/design/specs/06_core_user_flows.md,design-or-decision,5d0f260a03a9fb0a59125eac4db49a1eaa1aeb95e5351cee32c841225a202bd6,1,apps/web/.discovery-manifest.json;apps/web/design/specs/00_ditto_product_criteria.md;apps/web/design/specs/audit-2026-04-19.md;apps/web/design/specs/audit-2026-04-20.md;apps/web/design/specs/audits/2026-03-31-product-architecture-audit.md;apps/web/docs/plans/archieve/2026-04-01-edition-v1-full-prototypes-design.md;docs/engineering/material-migrations/2026-09-08-batch-2.csv;docs/reviews/2026-08-30-system-product-positioning-and-app-blueprint-baseline.md,git:fd8cd17a911dba2b04f9d7cf8db7826d2c01898b,retain; equivalence and external backup not established,fd8cd17a911dba2b04f9d7cf8db7826d2c01898b
