source,destination,purpose,consumers,reason,before_sha256,after_sha256,restore_commit
apps/web/docs/contracts/pages/factor-list.contract.json,apps/web/contracts/pages/factor-list.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,844a15c56913935cf9d85de327bd723094df76de0292213af37e9c4fa03c510e,1857e6632c9f0a46457dba629083740df4ac5ced937d1648526d4e72e2de1a9a,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/home.contract.json,apps/web/contracts/pages/home.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,acbca042c0c701198a8994a593f907a2bc723c15aaa19e2dcecc9c8c22ed94f2,084532ae9c6cb6de9a183296889a7819bcf22be38d0ab84d17d939607ca054dd,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/instrument-hub.contract.json,apps/web/contracts/pages/instrument-hub.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,22372a0aeb9f0315d5eb4023a5477e86fdf96041cc925974ca310b51776e3993,6870f5e505c68a99b48c1210b81967293667e3e824c1ffec679c598d1d4c1d1b,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/manual-account.contract.json,apps/web/contracts/pages/manual-account.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,babad86e394cd527f5393a110a47af95a52c40aee635a9eec66d0398a487cd5a,0cb599a3310ba1f56b0c27f784eb72aae86f932c5beaf200617a129d3946590e,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/markets-industries.contract.json,apps/web/contracts/pages/markets-industries.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,0d88dbe549e705ca33d04848f98c0681ec1ec5a02576c8011b576efe2248ee1d,930f5d4eea2ba045c160561c1b74b6b54287bc7001f50bb3e44f50b1d8a9e222,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/markets-screener.contract.json,apps/web/contracts/pages/markets-screener.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,526be4738543867b598915119099064fc38e9ae3108e03c2810b60fdb4adce02,a8ddef6664b96ac3b1536d803eaa9367f259f450ccfaf0efbe3aba9c2f63fe41,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/model-portfolio.contract.json,apps/web/contracts/pages/model-portfolio.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,e49da71a7d626ea96f2d52eb7f1eb7bc07bd6476e8d981f8fc248c048a52b303,aa2df3c363987758995102891d1f1a6eed1c1b87a9315c591a875896809352bb,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/paper-account.contract.json,apps/web/contracts/pages/paper-account.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,c1e4379c1633bd408b5fd1c1d68d2ffb12d3bf5ce2c3aa94f14dc265138a3bc5,475e2667730a457f5d1bb44b74158c2af3117347889c63a451c6e55a189c525e,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/portfolio-overview.contract.json,apps/web/contracts/pages/portfolio-overview.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,71a4cace24346db96e43d0c105ed40d73154bad73722584e43655a12d0e704c4,cfb7d46583f24be963b7e4f34a9156586ef381edf7efbda6fabfca1948dd67d8,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/portfolio-risk.contract.json,apps/web/contracts/pages/portfolio-risk.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,9f3dfc6cecf71b5fa7e4497035a8a59cdb576a79984af70bddd462d8c234170b,6f4e94f48cde926c5d329aa824e8af16fc7b50ec712c1af3c41b0a25fa0c7171,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/portfolio-transactions.contract.json,apps/web/contracts/pages/portfolio-transactions.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,f8a281ac37d3926cbd98967622804c5dfd1809eb8a16a41a20759951aa1a98c4,f9db2d69c246703e2715af0cd523442add774bf3804b359017d73186389434e8,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/research-agent-lab.contract.json,apps/web/contracts/pages/research-agent-lab.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,95822c5e061120286bbb447fe09d7597f2db16402c1cbc61da3370eacf0486e2,052819c4c199677423526ed29c2b7f3573363b445651d54c7ea2d46b37fb719b,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/research.contract.json,apps/web/contracts/pages/research.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,8042e2c53f4e7a20361156f0939a5877a9896bb8c1746aeb186362f320f30b76,3bcf3aa8283c88d00c3663bf91be7788a9be8e5735fcbbc989cfb48511fd9ec8,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/review-detail.contract.json,apps/web/contracts/pages/review-detail.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,bd8ff5d36b45d147ecfb86664b6bcfaf0d0af168ae462b7d5689c6f7a570064a,2631fc6fb32c53f323c8f891bdd06e9326e8c9da3cc8eca5d11c019ca35afe82,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/review-list.contract.json,apps/web/contracts/pages/review-list.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,90c0f97482839b7c90f9a431162c0f42b77ea522d541ca92410b3de4322a79d1,c7be743d2c3ed60312bbff389346b6f5a61dd3373c11cacb4519b805f1f5b4b9,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/signals-inbox.contract.json,apps/web/contracts/pages/signals-inbox.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,f31bb7967e75298da6f392d14431c2bf1881de6c18cd84bdb45ec2bfbbabd755,6dadc0b3635755559bd3aed2bf917b66ddcca17b08cac8c53fc8d6c18614621d,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/strategies-detail.contract.json,apps/web/contracts/pages/strategies-detail.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,619b84f3304ac2088656977a66ee007d1da9fff3f87cb53e81410d6a47cbe485,67c4a3361cebdb5823c15af0aa48efe2858b663f7f21b6892751e92d65a678e4,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/strategy-list.contract.json,apps/web/contracts/pages/strategy-list.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,56d78da3d17d538c76f503d087fb5bccdc9691e44619778f7acf930f9b07370f,f7e2718c907678b1ad35543090f8a4c558ece9605a6f790ab1948ed04373bddf,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/strategy-studio.contract.json,apps/web/contracts/pages/strategy-studio.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,7ce67d4c3e56bebc12bd9ab931f75b51875179a7ae6031c98a2b698d29f2b1b9,7579eb8357f218f3e57d560b73334af48f033b2abab77ae4858737889a8ce3b3,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/system-agent-ops.contract.json,apps/web/contracts/pages/system-agent-ops.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,504878f1836cd7e3cb17feb6d279dd7c67f89a54bc9e2faa762fc4c5b430901d,c7370c333565cf12c722d1849c31acd42d6571fc0c6974345428c2018b008eb3,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/system-audit.contract.json,apps/web/contracts/pages/system-audit.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,8c99244aaa323709c6e5827dde039d5eac62d408eaf7dfc7d4791729b476d19d,ed95e88b72cb0a76b73314e4c31d894244eb960f1af6d0e7918d8dd4c41b8e41,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/system-jobs.contract.json,apps/web/contracts/pages/system-jobs.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,f37fc88a9c4fb8f2c9487310727c091b61cdbf6fcd020c270365910868445c30,39fc406a260d34eff49ff50e9b3fe7f2e4634bd6516b1d45b33db5f7e7b1010a,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/system-settings.contract.json,apps/web/contracts/pages/system-settings.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,6ed89ad31520385cc5fb72e57851ed9479f13eb5f2baab3919b5783d8d33f931,a6a473f5ffeb47f3c9bab9b119e40a5af4ad3caade3f4927b70d6019e0bc4403,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/system.contract.json,apps/web/contracts/pages/system.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,ca84690e5a74e5e36e108695553874529970ad6aab5fa70c6239dcc06240c3c4,d16adae2523270aea6fa1204e2574de13caa7e55da596f11855b7397a1071be1,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/universe-list.contract.json,apps/web/contracts/pages/universe-list.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,f3de8db9a347651b7cd2ccf13b714ed40b53418cb80c3835af5481f655979d20,35d65e26306fb45a37aed9ecd231c166f8ccd9f7845c681824b69e8d8a50ea9f,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/pages/watchlist.contract.json,apps/web/contracts/pages/watchlist.contract.json,page contract input,apps/web/scripts/page-contract/generate.mjs; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; update path references only,504b418fa770fafd66128d4440e35c0a0d78d19f309c49c24267be06ea1d4191,2f9eac793e07dcbc36d1ad99760f68c6823c0e1e3f2f3ef127f8b535c5d53fe4,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/contracts/prototype-chart-interactions.md,apps/web/contracts/prototype-chart-interactions.md,contract guide/input,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts,relocate to owner; preserve bytes,8ef78ff33edf1ad5ca853f0ac467f8401a3fe81e1cd30a738f04df030369b065,8ef78ff33edf1ad5ca853f0ac467f8401a3fe81e1cd30a738f04df030369b065,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/00_ditto_product_criteria.md,apps/web/design/specs/00_ditto_product_criteria.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,ccbc2df539a4187e74611527dac3f5a2d9a82cfb2c5e5dcae1a2f1178c48edde,ccbc2df539a4187e74611527dac3f5a2d9a82cfb2c5e5dcae1a2f1178c48edde,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/00_ditto_visual_constitution.md,apps/web/design/specs/00_ditto_visual_constitution.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,f67421743d0042602fd91ef5efef488190b8dc1901510e7ee3ab3ff8d4bb6a17,f67421743d0042602fd91ef5efef488190b8dc1901510e7ee3ab3ff8d4bb6a17,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/01_product_information_architecture.md,apps/web/design/specs/01_product_information_architecture.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,71f1266c1b50b2908034d1df33ac96ff48b1526b4ff99f214b018815e9c43273,71f1266c1b50b2908034d1df33ac96ff48b1526b4ff99f214b018815e9c43273,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/02_core_page_blueprints.md,apps/web/design/specs/02_core_page_blueprints.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,ae1abc8c6735fcbdc704723462b761cb3348543d0a96b40b90d7c986adbbcca8,a765dc5259bd1b623817d0e220f094dd1f1baa2942f614b753415c6d8824d6df,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/03_object_hub_spec.md,apps/web/design/specs/03_object_hub_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,c719ae898445ff1ea0a366f56faa02d4b307aa588da9eac9cc9bc22c5c9ecdf1,6fe27b04ba7818c9d07da84d73119df65083d5e21f499887a4f4d43974c97dc0,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/04_interaction_state_spec.md,apps/web/design/specs/04_interaction_state_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,8569bb05c52dc91fbf532cf3dc72d6ea38eddc36051a9f2bd1ac1c1ae453acc7,f54daa106af7f00dcdc401ce35bac356c6c675cb26173596b4a252e47cd74948,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/05_prompt_pack_for_ai_design_and_coding.md,apps/web/design/specs/05_prompt_pack_for_ai_design_and_coding.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,93190ec90cf733731718aa74c7d0c5b3f2e404e739c50df2a23b58b79f977fb7,a406e8fdde5f3bc0e8aea9387119eca810ca1ecafabc70a1d0455d334086be2b,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/06_core_user_flows.md,apps/web/design/specs/06_core_user_flows.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,ddc3f9cc02f08b493e36256f7210825e1b0c27937198337351692670d40c30e5,5d0f260a03a9fb0a59125eac4db49a1eaa1aeb95e5351cee32c841225a202bd6,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/10_ditto_shell_family_spec.md,apps/web/design/specs/10_ditto_shell_family_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,aabb45f35bfadb86e7b4513087bc8906fe8933108d19b349e11ea906aa886838,49908cc82fd84b317fdb674864ecba7c1e97bd50171d2a25528e8e48394a2524,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/11_ditto_page_pattern_library.md,apps/web/design/specs/11_ditto_page_pattern_library.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,a650c22cf3eb97db072090ef68bca74f28d1774a67be004ef4ae946aaf044d8c,1f85a25a1ce22e633bb064c7edce7fd5a5c660b5dd3a8fd10fe26d9e4eb8d99c,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/12_ditto_data_views_spec.md,apps/web/design/specs/12_ditto_data_views_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,1377f26555498136a984e15a8dc53db419d8a577378cb2309a208b8f786da52a,6eb6d474dface44484078b0035e5500c9431c606cd1ec7c101e340dc80b2fd84,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/13_ditto_component_spec.md,apps/web/design/specs/13_ditto_component_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,3c79c10f81f5a3da270994e3c224f189013aac26e8569ac1eaec2a94c91e1c76,7c96060f4621550d35ed7c244e28a36872cfbbbc49a2290e11a3dd71354f93b2,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/14_ditto_token_naming_layering_spec.md,apps/web/design/specs/14_ditto_token_naming_layering_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,68b84aca0b48ebf1c4e9f3379ed5f4d9a83cbe20de9f96d5d42f2b1e025432d4,ec33deb210c6744aa120dfd3a876c061c2cb00eea91e6b2a85d2c8ff938d8779,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/15_ditto_token_stabilization_spec.md,apps/web/design/specs/15_ditto_token_stabilization_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,53aadfa5d7c6e703cf4d16cd58a605e8ab19bf34be55478416f967ea373b1c32,dc010ff54b070f8a6f5c48708b39308603babc876d67e46273900d8488cc51c5,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/16_ditto_glossary.md,apps/web/design/specs/16_ditto_glossary.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,a35f4dee64c81d0b92fb9f05ccd1a41e87dbcbcf6ffb1c038e06c0bf5f97b427,a35f4dee64c81d0b92fb9f05ccd1a41e87dbcbcf6ffb1c038e06c0bf5f97b427,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/17_backtest_engine_spec.md,apps/web/design/specs/17_backtest_engine_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,a734446c467effdc77d23c44ae46dde1372a1006185be43598f8bb8e2f71f1b3,44b78a7007566bc26d2d4d6fdc974fbf9840014107b740af21a8c84b057a3993,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/18_data_source_spec.md,apps/web/design/specs/18_data_source_spec.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,2f85b8c8b8b98ee09af8cc1fdafb0fce1c1767b0bf5234a29e1ea9ae8ae523b4,e7050e7293a9a20c3c584fa8d87a884bcdbc8e3ce6295cfa374c36e00799ba50,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/19_ditto_shell_chrome_contract.md,apps/web/design/specs/19_ditto_shell_chrome_contract.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,3dd0c98ec494d8676305ff4ea86c78f652fe07f3133cf848fbe8e46744a568c2,6e5308a018b032a9b48a4a82102e864a568f0f72a3bc1a24c0a07f8dac70a8d9,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/2026-03-24-ditto-app-techstack.md,apps/web/design/specs/2026-03-24-ditto-app-techstack.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,ceaf606fb4c75a1447e084e6a886c8f8224143cf9cac2302d93653714356daff,ceaf606fb4c75a1447e084e6a886c8f8224143cf9cac2302d93653714356daff,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/20_interaction_ux_audit.md,apps/web/design/specs/20_interaction_ux_audit.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,971d98e44523f88ceefe0ec18d32ba7ec120bd734181d4b1aec5ad8c919c91a7,56c96f0675c05d1c075c9e8e09d41c974b681c081085995a4a035920e0301275,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/audit-2026-04-19.md,apps/web/design/specs/audit-2026-04-19.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,060ebb1065db89460e0c4ecd040d806f69f98e4bb074782235b7020e520a5f4d,060ebb1065db89460e0c4ecd040d806f69f98e4bb074782235b7020e520a5f4d,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/audit-2026-04-20.md,apps/web/design/specs/audit-2026-04-20.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,d9b87197648fc7672fc1c8476fb59a2b828df8fd7bfb1a0cd150767204090d28,d9b87197648fc7672fc1c8476fb59a2b828df8fd7bfb1a0cd150767204090d28,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/audits/2026-03-31-product-architecture-audit.md,apps/web/design/specs/audits/2026-03-31-product-architecture-audit.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; update path references only,a84c1885a1240bc025196b37ef7cbb7168f005f4823103e088547299210e3ffa,bf3b87ae20d5f6658e60825fc1e80601faed830883bb3751e7c487b758d39ad0,1d4fa7af0414269492a1388d85876cb186fcfc8d
apps/web/docs/designs/specs/audits/2026-05-03-prototype-uiux-audit.md,apps/web/design/specs/audits/2026-05-03-prototype-uiux-audit.md,editable design specification and attached audit,apps/web/AGENTS.md; apps/web/scripts/prototype-design-consistency.test.ts; specification links,relocate to owner; preserve bytes,96dd41235ea55d2584a47cd881f967c7930df07aa2f84248ee27858e34b59c33,96dd41235ea55d2584a47cd881f967c7930df07aa2f84248ee27858e34b59c33,1d4fa7af0414269492a1388d85876cb186fcfc8d
